s-sta-id,s-name,s-lat,s-lng,s-id
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,70
3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,70
3279,Dixon Mills,40.721630142638354,-74.04996782541275,70
3280,Astor Place,40.71928220070702,-74.07126188278198,70
3281,Leonard Gordon Park,40.74590996631558,-74.0572714805603,70
3282,5 Ave & E 88 St,40.78307,-73.95939,71
3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,71
3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,71
3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,71
3286,E 89 St & 3 Ave,40.7806284,-73.9521667,71
3288,E 88 St & 1 Ave,40.778301,-73.9488134,71
3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,71
3290,E 89 St & York Ave,40.7779453,-73.946041,71
3292,5 Ave & E 93 St,40.7857851,-73.957481,71
3293,W 92 St & Broadway,40.7921,-73.9739,71
3294,E 91 St & Park Ave,40.7835016,-73.955327,71
3295,Central Park W & W 96 St,40.79127,-73.964839,71
3296,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,71
3297,6 St & 7 Ave,40.6686627,-73.97988067,71
3298,Warren St & Court St,40.686371,-73.99383324,71
3299,E 98 St & Park Ave,40.78813,-73.95206,71
3300,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,71
3301,Columbus Ave & W 95 St,40.7919557,-73.968087,71
3302,Columbus Ave & W 103 St,40.7969347,-73.9643412291,71
3303,Butler St & Court St,40.6849894,-73.99440329,71
3304,6 Ave & 9 St,40.668127,-73.98377641,71
3305,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478,71
3306,10 St & 7 Ave,40.6662078,-73.98199886,71
3307,West End Ave & W 94 St,40.7941654,-73.974124,71
3308,Kane St & Clinton St,40.6861758,-73.99645295,71
3309,E 97 St & 3 Ave,40.7859201,-73.94860294,71
3310,14 St & 7 Ave,40.663779,-73.98396846,71
3311,Columbia St & Kane St,40.68763155,-74.0016256,71
3312,1 Ave & E 94 St,40.7817212,-73.94594,71
3313,6 Ave & 12 St,40.6663181,-73.9854617,71
3314,W 95 St & Broadway,40.7937704,-73.971888,71
3315,Henry St & Degraw St,40.6847514,-73.99917254,71
3317,10 St & 5 Ave,40.6686273,-73.98700053,71
3318,2 Ave & E 96 St,40.7839636,-73.9471673,71
3319,14 St & 5 Ave,40.666287,-73.98895053,71
3320,Central Park West & W 100 St,40.79406660818552,-73.96286845207214,71
3321,Clinton St & Union St,40.6831164,-73.99785267,71
3322,12 St & 4 Ave,40.668603,-73.9904394,71
3323,W 106 St & Central Park West,40.7981856,-73.9605909006,71
3324,3 Ave & 14 St,40.6685455,-73.99333264,71
3326,Clinton St & Centre St,40.67434,-74.00194698,71
3327,3 Ave & E 100 St,40.7877214,-73.94728331,71
3328,W 100 St & Manhattan Ave,40.795,-73.9645,71
3329,Degraw St & Smith St,40.6829151,-73.99318208,71
3330,Henry St & Bay St,40.6725058,-74.00494695,71
3331,Riverside Dr & W 104 St,40.8013434,-73.9711457439,71
3332,Degraw St & Hoyt St,40.681990442707026,-73.99079024791718,71
3333,Columbia St & Lorraine St,40.6747055,-74.0075572,71
3335,Union St & 4 Ave,40.6772744,-73.98282002,71
3336,E 97 St & Madison Ave,40.787801,-73.953559,71
3337,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369,71
3338,2 Ave & E 99 St,40.7862586,-73.94552579,71
3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,71
3340,Wolcott St & Dwight St,40.6753274,-74.0100698,71
3341,Central Park West & W 102 St,40.795346,-73.96186,71
3342,Pioneer St & Richards St,40.6777748,-74.0094613,71
3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676,71
3344,Pioneer St & Van Brunt St,40.679043,-74.011169,71
3345,Madison Ave & E 99 St,40.78948541553215,-73.95242929458618,71
3346,Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629,71
3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,71
3348,Coffey St & Conover St,40.677236,-74.015665,71
3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,71
3350,W 100 St & Broadway,40.7973721,-73.97041192,71
3351,E 102 St & 1 Ave,40.7869946,-73.94164802,71
3352,Sigourney St & Columbia St,40.67267243410948,-74.0087952464819,71
3354,3 St & Prospect Park West,40.668132,-73.97363831,71
3355,E 66 St & Madison Ave,40.76800889305947,-73.96845281124115,71
3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,71
3357,W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,71
3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126,71
3359,E 68 St & Madison Ave,40.7691572,-73.96703464,71
3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,71
3361,Carroll St & 6 Ave,40.6740886,-73.9787282,71
3362,Madison Ave & E 82 St,40.7781314,-73.96069399,71
3363,E 102 St & Park Ave,40.7904828,-73.95033068,71
3364,Carroll St & 5 Ave,40.6751622,-73.9814832,71
3365,3 St & 7 Ave,40.6703837,-73.97839676,71
3366,West End Ave & W 107 St,40.8021174,-73.9681805305,71
3367,5 Ave & E 103 St,40.7922553,-73.95249933,71
3368,5 Ave & 3 St,40.6728155,-73.98352355,71
3369,E 82 St & East End Ave,40.7724607,-73.9468208,71
3370,E 78 St & 2 Ave,40.7727966,-73.95577801,71
3372,E 74 St & 1 Ave,40.7689738,-73.95482273,71
3373,3 St & 3 Ave,40.6750705,-73.98775226,71
3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,71
3375,3 Ave & E 72 St,40.7699426,-73.96060712,71
3376,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,71
3377,Carroll St & Bond St,40.6786115,-73.99037292,71
3378,E 76 St & Park Ave,40.773763,-73.96222088,71
3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,71
3381,3 St & Hoyt St,40.6777287,-73.99364123,71
3382,Carroll St & Smith St,40.680611,-73.99475825,71
3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,71
3384,Smith St & 3 St,40.6787242,-73.99599099,71
3386,1 Pl & Clinton St,40.6809591,-73.99905709,71
3387,E 106 St & Madison Ave,40.7934337,-73.94945003,71
3388,President St & Henry St,40.6828003,-73.99990419,71
3389,Carroll St & Columbia St,40.6830456,-74.00348559,71
3390,E 109 St & 3 Ave,40.79329668,-73.9432083,71
3391,E 106 St & 1 Ave,40.7892529,-73.93956237,71
3392,Commerce St & Van Brunt St,40.6812117,-74.00860912,71
3393,Richards St & Delavan St,40.6794327,-74.00785041,71
3394,Columbia St & W 9 St,40.6769993,-74.00647134,71
3395,Henry St & W 9 St,40.6763744,-74.00324957,71
3396,Clinton St & 4 Place,40.6783563,-74.00014502,71
3397,Court St & Nelson St,40.6763947,-73.99869893,71
3398,Smith St & 9 St,40.6746957,-73.99785768,71
3399,7 St & 3 Ave,40.67260298150126,-73.98983001708984,71
3400,E 110 St & Madison Ave,40.7961535,-73.94782145,71
3402,Court St & State St,40.6902375,-73.99203074,71
3403,4 Ave & 9 St,40.6705135,-73.98876585,71
3404,7 St & 5 Ave,40.6704922,-73.98541675,71
3405,5 St & 6 Ave,40.6704836,-73.98208968,71
3407,Union St & Nevins St,40.67909799721684,-73.98765474557877,71
3408,Congress St & Clinton St,40.6881529,-73.99520919,71
3409,Bergen St & Smith St,40.6867443,-73.99063168,71
3410,Dean St & Hoyt St,40.6864442,-73.98759104,71
3411,Bond St & Bergen St,40.6849668,-73.98620772,71
3412,Pacific St & Nevins St,40.6853761,-73.98302136,71
3413,Wyckoff St & 3 Ave,40.6827549,-73.98258555,71
3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,71
3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,71
3416,7 Ave & Park Pl,40.6776147,-73.97324283,71
3417,Baltic St & 5 Ave,40.6795766,-73.97854971,71
3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,71
3419,Douglass St & 4 Ave,40.6792788,-73.98154004,71
3420,Douglass St & 3 Ave,40.6802133,-73.98432695,71
3422,Columbia St & Degraw St,40.6859296,-74.00242364,71
3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,71
3424,E 106 St & Lexington Ave,40.791976,-73.945993,71
3425,2 Ave & E 104 St,40.7892105,-73.94370784,71
3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,71
3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,71
3430,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,71
3434,W 88 St & West End Ave,40.79025417330419,-73.97718340158461,71
3435,Grand St & Elizabeth St,40.718822,-73.99596,71
3437,Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063,71
3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,71
3449,Eckford St & Engert Ave,40.721462562298164,-73.94800901412964,71
3452,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,71
3453,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,71
3454,Leonard St & Maujer St,40.7103685423523,-73.94705951213837,71
3456,Jackson St & Leonard St,40.71638031973561,-73.94821286201477,71
3457,E 58 St & Madison Ave,40.76302594280519,-73.97209525108337,71
3458,W 55 St & 6 Ave,40.76309387270797,-73.9783501625061,71
3459,E 53 St & 3 Ave,40.75763227739443,-73.96930575370789,71
3463,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,71
3469,India St & West St,40.73181401720966,-73.95995020866394,71
3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,71
3477,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977447831,-74.01062786579132,71
3478,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708866668485,-74.00870203971863,71
3479,Picnic Point,40.68512559515415,-74.02535319328308,71
3481,York St,40.71649,-74.04105,70
3483,Montgomery St,40.71942,-74.05099,70
3486,Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134,71
3490,E 116 St & 2 Ave,40.796879,-73.937261,71
3491,E 118 St & 1 Ave,40.79747,-73.93504,71
3492,E 118 St & Park Ave,40.8005385,-73.9419949,71
3493,E 118 St & 3 Ave,40.799139,-73.9389152,71
3494,E 115 St & Lexington Ave,40.797911,-73.9423,71
3495,E 114 St & 1 Ave,40.7945663,-73.9362541,71
3496,1 Ave & E 110 St,40.7923272,-73.9383,71
3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,71
3498,Pleasant Ave & E 120 St,40.7974772,-73.9311847,71
3499,2 Ave & E 122 St,40.8006721,-73.9349,71
3500,E 115 St & Madison Ave,40.7989445,-73.944846,71
3501,E 118 St & Madison Ave,40.8014866,-73.9442507,71
3502,Lexington Ave & E 111 St,40.7954121,-73.9441232,71
3503,Madison Ave & E 120 St,40.80295,-73.942954,71
3504,E 123 St & Lexington Ave,40.8029263,-73.9379,71
3505,Lexington Ave & E 127 St,40.805726,-73.936322,71
3506,Lexington Ave & E 120 St,40.8013066,-73.9398167,71
3507,Park Ave & E 124 St,40.8045555,-73.9396861,71
3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,71
3509,Lenox Ave & W 115 St,40.8011939,-73.9500739,71
3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,71
3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,71
3512,27 Ave & 4 St,40.7747175,-73.9337894,71
3513,21 St & Hoyt Ave S,40.774645,-73.923706,71
3514,Astoria Park S & Shore Blvd,40.7767,-73.927631,71
3515,24 Ave & 26 St,40.774591,-73.918544,71
3516,31 St & Astoria Blvd,40.7699176,-73.9184057,71
3517,31 St & Hoyt Ave N,40.7711528,-73.9170074,71
3518,Lenox Ave & W 126 St,40.808442,-73.9452087,71
3520,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,71
3521,Lenox Ave & W 111 St,40.7987859,-73.9523,71
3522,37 St & 24 Ave,40.7701477,-73.9120938,71
3523,24 Ave & 29 St,40.7729,-73.916142,71
3524,19 St & 24 Ave,40.7774552,-73.9225403,71
3525,23 Ave & 27 St,40.776165,-73.9153175,71
3526,31 St & 23 Ave,40.7747878,-73.9125551,71
3527,5 Ave & E 126 St,40.80698,-73.941747,71
3528,Steinway St & 23 Ave,40.7713937,-73.9077436,71
3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,71
3530,Crescent St & Ditmars Blvd,40.7787185,-73.9145645,71
3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,71
3532,Ditmars Blvd & 19 St,40.78145,-73.9183302,71
3533,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,71
3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,71
3535,Mt Morris Park W & W 120 St,40.804038,-73.945925,71
3536,W 116 St & Broadway,40.8082,-73.9641,71
3537,Carlton Ave & Dean St,40.6809741,-73.9710097,71
3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,71
3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,71
3540,Morningside Ave & W 123 St,40.81,-73.9551508,71
3541,Amsterdam Ave & W 125 St,40.813358,-73.956461,71
3542,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,71
3543,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917358,71
3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,71
3545,Broadway & W 122 St,40.8120562,-73.9612547,71
3546,Pacific St & Classon Ave,40.6791944,-73.9587903,71
3547,Broadway & Moylan Pl,40.8143256,-73.9590255,71
3549,Grand Ave & Bergen St,40.678045,-73.962408,71
3551,3 Ave & E 112 St,40.795508,-73.941606,71
3552,W 113 St & Broadway,40.805973,-73.964928,71
3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,71
3554,Vernon Blvd & 41 Rd,40.7552433,-73.9485678,71
3555,28 St & 41 Ave,40.751047,-73.93797,71
3556,24 St & 41 Ave,40.7527085,-73.9397405,71
3557,40 Ave & 9 St,40.75742,-73.945133,71
3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,71
3559,21 St & 38 Ave,40.7576314,-73.9391224,71
3560,28 St & 38 Ave,40.754876,-73.934326,71
3561,37 Ave & 35 St,40.7531106,-73.9279917,71
3562,Classon Ave & St Marks Ave,40.6765198,-73.9596082,71
3563,28 St & 36 Ave,40.757186,-73.932719,71
3564,21 St & 36 Ave,40.7601853,-73.9362726,71
3565,36 Ave & 10 St,40.7614376,-73.9411265,71
3566,Crescent St & 35 Ave,40.7596276,-73.9321455,71
3567,11 St & 35 Ave,40.7627442,-73.9391141,71
3568,34 St & 35 Ave,40.7569332,-73.9262231,71
3569,Franklin Ave & St Marks Ave,40.6758324,-73.9561677,71
3570,35 Ave & 37 St,40.7557327,-73.9236611,71
3571,Bedford Ave & Bergen St,40.676368,-73.952918,71
3572,34 Ave & 38 St,40.756913,-73.921631,71
3573,35 St & 34 Ave,40.7580583,-73.9242751,71
3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,71
3575,Crescent St & 34 Ave,40.76108,-73.930562,71
3576,Park Pl & Vanderbilt Ave,40.6767,-73.969024,71
3577,34 Ave & 21 St,40.7628138,-73.9342862,71
3578,Park Pl & Franklin Ave,40.6741806,-73.9564947,71
3579,Sterling Pl & Bedford Ave,40.672695,-73.954131,71
3580,St Johns Pl & Washington Ave,40.6737236,-73.9631611,71
3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,71
3582,Lincoln Pl & Classon Ave,40.6721683,-73.9609,71
3583,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,71
3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,71
3585,Union St & Bedford Ave,40.6691783,-73.9554162,71
3586,34 Ave & 13 St,40.7638753,-73.9364848,71
3587,Carroll St & Washington Ave,40.6686744,-73.9618148,71
3588,Vernon Blvd & 10 St,40.7671863,-73.9373554,71
3589,Broadway & 12 St,40.7668,-73.9347774,71
3590,Carroll St & Franklin Ave,40.6679411,-73.9588,71
3591,21 St & 31 Dr,40.7659,-73.930819,71
3592,Crescent St & Broadway,40.7633589,-73.9286471,71
3593,31 St & Broadway,40.761584,-73.925921,71
3595,35 St & Broadway,40.760339,-73.9222427,71
3596,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,71
3597,43 St & Broadway,40.7577284,-73.9166368,71
3598,Newton Rd & 44 St,40.7595701,-73.9142678,71
3599,Franklin Ave & Empire Blvd,40.66314,-73.9605695,71
3601,Sterling St & Bedford Ave,40.6627059,-73.9569115,71
3602,31 Ave & 34 St,40.763154,-73.920827,71
3603,31 Ave & 30 St,40.7647,-73.9240312,71
3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,71
3674,Jay St & York St,40.701403172577244,-73.98672670125961,71
3604,Rogers Ave & Sterling St,40.6630619,-73.9538746,71
3605,31 Ave & Crescent St,40.7658346,-73.9265474,71
3606,49 Ave & 21 St,40.74252,-73.948852,71
3607,31 Ave & 14 St,40.7682,-73.9322662,71
3608,5 St & 51 Ave,40.7423737,-73.9566,71
3609,Vernon Blvd & 31 Ave,40.7692475,-73.9354504,71
3610,Vernon Blvd & 30 Rd,40.770845,-73.934171,71
3611,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,71
3612,30 Ave & 21 St,40.7703743,-73.9286078,71
3613,Center Blvd & 48 Ave,40.745038,-73.957539,71
3614,Crescent St & 30 Ave,40.768692,-73.9249574,71
3615,44 Dr & 21 St,40.748,-73.9460927,71
3616,Steinway St & 28 Ave,40.7656251,-73.9136695,71
3617,28 Ave & 35 St,40.7671,-73.9169858,71
3618,27 St & Hunter St,40.7485,-73.941275,71
3619,Newtown Ave & 23 St,40.7713615,-73.9246145,71
3620,11 St & 43 Ave,40.7519071,-73.9479119,71
3621,27 Ave & 9 St,40.7739825,-73.9309134,71
3622,E 128 St & Madison Ave,40.80756,-73.939182,71
3623,W 120 St & Claremont Ave,40.8109494,-73.9634,71
3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,71
3629,Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,71
3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,71
3631,Crown St & Bedford Ave,40.666563,-73.956741,71
3637,Fulton St & Waverly Ave,40.683238654603414,-73.96599590778351,71
3638,Washington St,40.7242941,-74.0354826,70
3639,Harborside,40.7192517,-74.034234,70
3640,Journal Square,40.73367,-74.0625,70
3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,71
3646,35 Ave & 10 St,40.76315481910373,-73.93985509872437,71
3647,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,71
3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.97077560424805,71
3649,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,71
3654,31 St & Northern Blvd,40.75186951421875,-73.93349289894103,71
3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,71
3659,W 17 St & 9 Ave,40.74294891660091,-74.00413691997528,71
3661,Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013,71
3662,31 Ave & Steinway St,40.761293897289086,-73.916916847229,71
3668,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,71
3671,E 81 St & 2 Ave,40.774779448957275,-73.95427465438843,71
3673,Dean St & Franklin Ave,40.67759206937376,-73.955637216568,71
3675,3 Ave & E 95 St,40.784596798848916,-73.94968539476395,71
3676,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608,71
3677,Glenwood Ave,40.72755146730012,-74.07106071710587,70
3678,Fairmount Ave,40.72572613742557,-74.07195925712585,70
3679,Bergen Ave,40.722103786686034,-74.07145500183105,70
3680,E 43 St & 5 Ave,40.754120810779256,-73.98025184869766,71
3681,Grand St,40.71517767732029,-74.03768330812454,70
3686,Gansevoort St & Hudson St,40.739448201304036,-74.00507032871246,71
3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,71
3689,W 104 St & Amsterdam Ave,40.799041392882984,-73.96649479866028,71
3690,Park Pl & Church St,40.71334184275907,-74.00935515761375,71
3691,28 Ave & 44 St,40.76408932350688,-73.91065120697021,71
3692,5 St & Market St,40.699997484388504,-73.97440128028393,71
3693,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738,71
3694,Jackson Square,40.71113,-74.0789,70
3697,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852,71
3699,W 50 St & 9 Ave,40.763604677958625,-73.98917958140373,71
3704,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297,71
3707,Lexington Ave & E 26 St,40.741459,-73.983293,71
3708,W 13 St & 5 Ave,40.735445,-73.99431,71
3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,71
3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103554,71
3712,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,71
3714,Division Av & Hooper St,40.70684203101325,-73.9544353965357,71
3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,71
3716,40 Ave & Crescent St,40.753599202005596,-73.93795609474182,71
3718,E 11 St & Avenue B,40.72746420692392,-73.97950418293476,71
3720,Wyckoff St & Bond St,40.68461653897949,-73.98721285164356,71
3721,31 St & Newtown Ave,40.7675487799971,-73.9209334552288,71
3723,Cadman Plaza E & Johnson St,40.695317277669034,-73.99015724658966,71
3724,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,71
3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,71
3726,Center Blvd & 51 Ave,40.743366080270214,-73.95960688591003,71
3727,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903,71
3728,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389,71
3733,Avenue C & E 18 St,40.730563,-73.973984,71
3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,71
3737,Stanton St & Norfolk St,40.720747,-73.986274,71
3745,36 Ave & 31 St,40.75651272984955,-73.92957486212252,71
3746,6 Ave & Broome St,40.724308321602166,-74.00473035871983,71
3747,E 84 St & 3 Ave,40.77755374298887,-73.95512759685516,71
3749,Lexington Ave & E 36 St,40.747573958954796,-73.9788007736206,71
3755,DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037,71
3756,White St & Moore St,40.704508,-73.9351,71
3757,Stagg St & Morgan Ave,40.710681,-73.93372,71
3758,George St & Wilson Ave,40.702997,-73.92997,71
3759,Irving Ave & Jefferson St,40.70538,-73.92535,71
3760,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,71
3761,Cedar St & Myrtle Ave,40.697842,-73.926241,71
3762,3 Ave & Carroll St,40.677027,-73.9865,71
3763,Wyckoff Av & Jefferson St,40.707165,-73.923711,71
3764,Bushwick Ave & McKibbin St,40.705517,-73.93936,71
3765,Bushwick Ave & Stagg St,40.709897,-73.94008,71
3766,Sharon St & Olive St,40.715353,-73.93856,71
3767,Powers St & Olive St,40.71323,-73.93894,71
3768,Waterbury St & Stagg St,40.71019,-73.93734,71
3769,White St & Johnson Ave,40.707174,-73.93581,71
3770,Central Ave & Flushing Ave,40.702831,-73.9333,71
3771,McKibbin St & Bogart St,40.706237,-73.933871,71
3772,Devoe St & Morgan Ave,40.713811,-73.93515,71
3773,Knickerbocker Ave & Thames St,40.70539,-73.92976,71
3774,Knickerbocker Ave & George St,40.704425,-73.92836,71
3775,Suydam St & Knickerbocker Ave,40.702013,-73.923769,71
3776,Central Ave & Starr Street,40.700003,-73.92834,71
3777,Stockholm St & Wilson Ave,40.699304,-73.923044,71
3778,Irving Ave & DeKalb Ave,40.7027,-73.92095,71
3779,Hart St & Wyckoff Ave,40.704876,-73.919911,71
3781,Greene Av & Myrtle Av,40.698568,-73.918877,71
3782,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,71
3783,Cliff St & Fulton St,40.70838,-74.00495,71
3787,Dock 72 Way & Market St,40.69985,-73.97141,71
3788,E 12 St & 4 Av,40.73269,-73.98974,71
3790,Henry St & Middagh St,40.7003,-73.991581,71
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,70
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,70
3795,10 St & 2 Ave,40.671907,-73.993612,71
